timestamp,mode,delta
1711257488,2,0.07849145393
1711257489,2,0.04999513925
1711257490,2,0.01763584231
1711257491,2,0.02713472244
1711257492,2,0.08269689532
1711257493,2,0.104007959
1711257494,2,0.1227695268
1711257495,2,0.03021894929
1711257496,2,0.02712051116
1711257497,2,0.1044609805
1711257498,2,0.09386661668
1711257499,2,0.09405170303
1711257500,3,0.03627090075
1711257501,3,0.1217577439
1711257502,3,0.1240359208
1711257503,3,0.09674220032
1711257504,3,0.03309728815
1711257505,3,0.01370890846
1711257506,3,0.1234689935
1711257507,3,0.03742134645
1711257508,3,0.1115472631
1711257509,3,0.03403904783
1711257510,3,0.0697165377
1711257511,3,0.01495422225
1711257512,3,0.1100346872
1711257513,3,0.1166047059
1711257514,3,0.00351034838
1711257515,3,0.08568149482
1711257516,3,0.04696973265
1711257517,3,0.0550998885
1711257518,3,0.1235801518
1711257519,3,0.06743902932
1711257520,3,0.01273043116
1711257521,3,0.09941673412
1711257522,3,0.0175326843
1711257523,3,0.07451225598
1711257524,3,0.002713943057
1711257525,3,0.02950198187
1711257526,3,0.04400988132
1711257527,3,0.08637025277
1711257528,3,0.02339584791
1711257529,3,0.04550391811
1711257530,3,0.004023627086
1711257531,3,0.04699433294
1711257532,3,0.1076469296
1711257533,3,0.07923991253
1711257534,3,0.006576510832
1711257535,3,0.1113667646
1711257536,3,0.01190960446
1711257537,3,0.01153113653
1711257538,3,0.09542113807
1711257539,3,0.07621762259
1711257540,3,0.08621981499
1711257541,3,0.02274903776
1711257542,3,0.01008498067
1711257543,3,0.003441142849
1711257544,3,0.1084753177
1711257545,3,0.03499715827
1711257546,3,0.03009341475
1711257547,3,0.066687713
1711257548,3,0.006797569158
1711257549,3,0.04871225775
1711257550,3,0.07166052186
1711257551,3,0.09951363152
1711257552,3,0.1083119376
1711257553,3,0.009110322211
1711257554,3,0.07098534567
1711257555,3,0.07212795383
1711257556,3,0.09917975531
1711257557,3,0.03382586299
1711257558,3,0.07269079205
1711257559,3,0.02321424111
1711257560,3,0.009255816793
1711257561,3,0.01729705755
1711257562,3,0.09587292689
1711257563,3,0.07352475979
1711257564,3,0.120316133
1711257565,3,0.0499345601
1711257566,3,0.02369043479
1711257567,3,0.04894564705
1711257568,3,0.1144033628
1711257569,3,0.0008784766039
1711257570,3,0.08041707967
1711257571,3,0.06751377797
1711257572,3,0.02847109329
1711257573,3,0.01219586208
1711257574,3,0.04740448534
1711257575,3,0.07242956238
1711257576,3,0.03817319233
1711257577,3,0.03970009967
1711257578,3,0.1014582199
1711257579,3,0.09645461529
1711257580,3,0.007340755386
1711257581,3,0.0761839993
1711257582,3,0.03571699229
1711257583,3,0.02220922148
1711257584,3,0.1104166777
1711257585,3,0.05674997276
1711257586,3,0.01924306094
1711257587,3,0.00779174106
1711257588,3,0.03787669855
1711257589,3,0.04809349881
1711257590,3,0.09218129029
1711257591,3,0.07783061407
1711257592,3,0.07945580786
1711257593,3,0.03905025528
1711257594,3,0.02852495421
1711257595,3,0.01154924691
1711257596,3,0.1218201683
1711257597,3,0.1034525671
1711257598,3,0.02823833334
1711257599,3,0.09167519138
1711257600,3,0.04617725771
1711257601,3,0.02335746887
1711257602,3,0.04972929388
1711257603,3,0.01105711169
1711257604,3,0.04220073817
1711257605,3,0.01600650823
1711257606,3,0.087439465
1711257607,3,0.01766660821
1711257608,3,0.09256157979
1711257609,3,0.001456559709
1711257610,3,0.08762528298
1711257611,3,0.0882566359
1711257612,3,0.0773032614
1711257613,3,0.004681211841
1711257614,3,0.1032400697
1711257615,3,0.05632424983
1711257616,3,0.09927642067
1711257617,3,0.05608392551
1711257618,3,0.0911955431
1711257619,3,0.05618268119
1711257620,3,0.1158570782
1711257621,3,0.08778700793
1711257622,3,0.07718046764
1711257623,3,0.006886115752
1711257624,3,0.02821267547
1711257625,3,0.069764568
1711257626,3,0.004644928239
1711257627,3,0.02247040271
1711257628,3,0.02745133695
1711257629,3,0.1148729132
1711257630,3,0.07052051235
1711257631,3,0.09847378788
1711257632,3,0.1020924621
1711257633,3,0.005098522896
1711257634,3,0.1057399769
1711257635,3,0.06398408839
1711257636,3,0.04843036615
1711257637,3,0.05289152273
1711257638,3,0.08364424476
1711257639,3,0.1035220916
1711257640,3,0.09452787359
1711257641,3,0.03628172914
1711257642,3,0.008920390114
1711257643,3,0.01891581449
1711257644,3,0.09977299535
1711257645,3,0.009584655203
1711257646,3,0.003801049639
1711257647,3,0.06794612561
1711257648,3,0.1001593394
1711257649,3,0.0928964904
1711257650,3,0.1168739577
1711257651,3,0.05895152487
1711257652,3,0.1097097332
1711257653,3,0.00824990876
1711257654,3,0.107999695
1711257655,3,0.02376832121
1711257656,3,0.06075257677
1711257657,3,0.03325667101
1711257658,3,0.0855163262
1711257659,3,0.1103522127
1711257660,3,0.07008168834
1711257661,3,0.05929830881
1711257662,3,0.01412168169
1711257663,3,0.08117817306
1711257664,4,0.1043829942
1711257665,4,0.07084282865
1711257666,4,0.02356700857
1711257667,4,0.09904787409
1711257668,4,0.08669518348
1711257669,4,0.1052631834
1711257670,4,0.004570288212
1711257671,4,0.07824729062
1711257672,4,0.0360864678
1711257673,4,0.1086123748
1711257674,4,0.05416307941
1711257675,4,0.02609184513
1711257676,4,0.0901759197
1711257677,4,0.07217041898
1711257678,4,0.0530217308
1711257679,4,0.122772479
1711257680,4,0.09960537285
1711257681,4,0.04221996624
1711257682,4,0.02220190469
1711257683,4,0.0360732385
1711257684,4,0.03007663078
1711257685,4,0.04143027155
1711257686,4,0.04109483818
1711257687,4,0.0169694235
1711257688,4,0.03610884043
1711257689,4,0.1244332733
1711257690,4,0.03735436457
1711257691,4,0.04733508859
1711257692,4,0.03124211703
1711257693,4,0.08766088588
1711257694,4,0.05800566823
1711257695,4,0.08698970191
1711257696,4,0.1220160562
1711257697,4,0.01427927734
1711257698,4,0.07393994408
1711257699,4,0.04409587995
1711257700,4,0.02268557938
1711257701,4,0.1091036481
1711257702,4,0.08252343025
1711257703,4,0.0954837565
1711257704,4,0.0243015832
1711257705,4,0.04070624389
1711257706,4,0.005105111026
1711257707,4,0.03682210905
1711257708,4,0.005480141838
1711257709,4,0.008540580511
1711257710,4,0.002794153074
1711257711,4,0.07168246728
1711257712,4,0.09291157737
1711257713,4,0.1167965563
1711257714,4,0.1049963789
1711257715,4,0.1034495594
1711257716,4,0.03241948055
1711257717,4,0.1138738914
1711257718,4,0.08584850434
1711257719,4,0.04972001382
1711257720,4,0.1161698079
1711257721,4,0.02181552017
1711257722,4,0.08386946768
1711257723,4,0.0803008959
1711257724,4,0.003451468786
1711257725,4,0.008777843346
1711257726,4,0.03986015741
1711257727,4,0.1121706542
1711257728,4,0.09630238916
1711257729,4,0.04963136223
1711257730,4,0.002325977897
1711257731,4,0.002797297168
1711257732,4,0.037138731
1711257733,4,0.100083135
1711257734,4,0.09347109909
1711257735,4,0.0420220842
1711257736,4,0.008460142328
1711257737,4,0.05329149266
1711257738,4,0.06711894913
1711257739,4,0.05231172081
1711257740,4,0.08465002009
1711257741,4,0.02980388568
1711257742,4,0.04775032039
1711257743,4,0.04255806108
1711257744,4,0.03786747289
1711257745,4,0.0717902821
1711257746,4,0.09221876755
1711257747,4,0.04676151973
1711257748,4,0.1090363304
1711257749,4,0.07096744295
1711257750,4,0.03760225266
1711257751,4,0.01587289551
1711257752,4,0.07097668444
1711257753,4,0.006313427868
1711257754,4,0.06508075545
1711257755,4,0.04378800017
1711257756,4,0.05879564298
1711257757,4,0.05265712246
1711257758,4,0.02069140348
1711257759,4,0.04699050971
1711257760,4,0.1227566271
1711257761,4,0.09449410971
1711257762,4,0.03930592329
1711257763,4,0.03162063612
1711257764,4,0.02098020512
1711257765,4,0.01592807435
1711257766,4,0.04319954811
1711257767,4,0.02181071393
1711257768,4,0.03849460026
1711257769,4,0.0874660898
1711257770,4,0.1061362312
1711257771,4,0.08897355635
1711257772,4,0.09535026458
1711257773,4,0.08350638917
1711257774,4,0.1129819281
1711257775,4,0.08835532873
1711257776,4,0.08974039534
1711257777,4,0.06574890032
1711257778,4,0.1034758114
1711257779,4,0.05157199158
1711257780,4,0.06232816658
1711257781,4,0.0574316583
1711257782,4,0.0419388285
1711257783,4,0.0770368409
1711257784,4,0.1152713944
1711257785,4,0.1112502722
1711257786,4,0.002379505453
1711257787,4,0.004156299069
1711257788,4,0.07375668625
1711257789,4,0.04005306968
1711257790,4,0.02566896451
1711257791,4,0.02692224947
1711257792,4,0.01420765164
1711257793,4,0.08392098102
1711257794,4,0.06720019407
1711257795,4,0.07306126593
1711257796,4,0.001715554672
1711257797,4,0.03003928056
1711257798,4,0.009721067661
1711257799,4,0.1212147123
1711257800,4,0.05465581309
1711257801,4,0.03284723318
1711257802,4,0.04183625263
1711257803,4,0.02571830015
1711257804,4,0.1119000385
1711257805,4,0.101312138
1711257806,4,0.04801008125
1711257807,4,0.1164257253
1711257808,4,0.1175108512
1711257809,4,0.05281580801
1711257810,4,0.02077059058
1711257811,4,0.08967822846
1711257812,4,0.009315512158
1711257813,4,0.05406447317
1711257814,4,0.01521438655
1711257815,4,0.005960410077
1711257816,4,0.02629443307
1711257817,4,0.0536370278
1711257818,4,0.06984264532
1711257819,4,0.06000227719
1711257820,5,0.08529190155
1711257821,5,0.08327209253
1711257822,5,0.06622043596
1711257823,5,0.06508863218
1711257824,5,0.0201589316
1711257825,5,0.06576079123
1711257826,5,0.06794478127
1711257827,5,0.04511895634
1711257828,5,0.1010719307
1711257829,5,0.0413601119
1711257830,5,0.01693123272
1711257831,5,0.08052456897
1711257832,5,0.083435879
1711257833,5,0.1119707689
1711257834,5,0.02208443718
1711257835,5,0.1074944854
1711257836,5,0.0744770601
1711257837,5,0.0279338204
1711257838,5,0.102005038
1711257839,5,0.09908739096
1711257840,5,0.00135786721
1711257841,5,0.08119196576
1711257842,5,0.01450349384
1711257843,5,0.08671440008
1711257844,5,0.04240503941
1711257845,5,0.0707342112
1711257846,5,0.09634072016
1711257847,5,0.06116571599
1711257848,5,0.04283271559
1711257849,5,0.07169676338
1711257850,5,0.0967962176
1711257851,5,0.04882402224
1711257852,5,0.05316294641
1711257853,5,0.06822833267
1711257854,5,0.06837616237
1711257855,5,0.09095849284
1711257856,5,0.07739888797
1711257857,5,0.07724462124
1711257858,5,0.1022172191
1711257859,5,0.08702541452
1711257860,5,0.0238896705
1711257861,5,0.07049463815
1711257862,5,0.06451611565
1711257863,5,0.1217149789
1711257864,5,0.08974099274
1711257865,5,0.04594059401
1711257866,5,0.003620813039
1711257867,5,0.1050785253
1711257868,5,0.004571704617
1711257869,5,0.006313446174
1711257870,5,0.05525591955
1711257871,5,0.06544642988
1711257872,5,0.08639434191
1711257873,5,0.1228478043
1711257874,5,0.1007231998
1711257875,5,0.1210041349
1711257876,5,0.04640616184
1711257877,5,0.1206227276
1711257878,5,0.004817487263
1711257879,5,0.01783222928
1711257880,5,0.04551743154
1711257881,5,0.04363906321
1711257882,5,0.1016288582
1711257883,5,0.03493628266
1711257884,5,0.02851493918
1711257885,5,0.04274933021
1711257886,5,0.08236397558
1711257887,5,0.02029303089
1711257888,5,0.0918612384
1711257889,5,0.05282273765
1711257890,5,0.06981257167
1711257891,5,0.08622182045
1711257892,5,0.07826391611
1711257893,5,0.0620757994
1711257894,5,0.06410951242
1711257895,5,0.05745363034
1711257896,5,0.1103142951
1711257897,5,0.001328082341
1711257898,5,0.1139984972
1711257899,5,0.006114757694
1711257900,5,0.00169110361
1711257901,5,0.09405299483
1711257902,5,0.006890440932
1711257903,5,0.1244682039
1711257904,5,0.04265240387
1711257905,5,0.05948514821
1711257906,5,0.1046276565
1711257907,5,0.028663054
1711257908,5,0.04679763981
1711257909,5,0.1007185903
1711257910,5,0.05501443506
1711257911,5,0.104930563
1711257912,5,0.01837189091
1711257913,5,0.01268444191
1711257914,5,0.1068552771
1711257915,5,0.07863549961
1711257916,5,0.1037055545
1711257917,5,0.01113167348
1711257918,5,0.02345391296
1711257919,5,0.1063420914
1711257920,5,0.001735347922
1711257921,5,0.01325149639
1711257922,5,0.001269409539
1711257923,5,0.1115863739
1711257924,5,0.1019361996
1711257925,5,0.09338358021
1711257926,5,0.05670017866
1711257927,5,0.05636000511
1711257928,5,0.04340873387
1711257929,5,0.06832149541
1711257930,5,0.04477216525
1711257931,5,0.1124054852
1711257932,5,0.0213132517
1711257933,5,0.01109509523
1711257934,5,0.06884465031
1711257935,5,0.01929861943
1711257936,5,0.006318745669
1711257937,5,0.07474911822
1711257938,5,0.03031504684
1711257939,5,0.03995131253
1711257940,5,0.08924417926
1711257941,5,0.07856023257
1711257942,5,0.07670362509
1711257943,5,0.09860626155
1711257944,5,0.04160937985
1711257945,5,0.1183387576
1711257946,5,0.1104297394
1711257947,5,0.03661484506
1711257948,5,0.01838412693
1711257949,5,0.009946686607
1711257950,5,0.06905295101
1711257951,5,0.07229046693
1711257952,5,0.1218265857
1711257953,5,0.03593026538
1711257954,5,0.00574578228
1711257955,5,0.002911827181
1711257956,5,0.04493605154
1711257957,5,0.1142131525
1711257958,5,0.08628904376
1711257959,5,0.06451415622
1711257960,5,0.09470989942
1711257961,5,0.02012539234
1711257962,5,0.100936527
1711257963,5,0.04345101489
1711257964,5,0.05909109724
1711257965,5,0.04365367244
1711257966,5,0.0910826365
1711257967,5,0.08783542085
1711257968,5,0.002219992111
1711257969,5,0.07769005567
1711257970,5,0.08678477444
1711257971,5,0.07187614765
1711257972,5,0.02536303635
1711257973,5,0.1102291252
1711257974,5,0.1168416699
1711257975,5,0.07181358262
1711257976,5,0.06568101675
1711257977,5,0.05891762393
1711257978,5,0.08830951933
1711257979,5,0.01862926587
1711257980,5,0.04682074883
1711257981,5,0.09009607275
1711257982,5,0.0870497319
1711257983,5,0.02495416888
1711257984,5,0.01916667294
1711257985,5,0.006488332828
1711257986,5,0.0001451920494
1711257987,5,0.1166330272
1711257988,5,0.08347260173
1711257989,5,0.09299307125
1711257990,5,0.1047964516
1711257991,5,0.008215497664
1711257992,5,0.004508894001
1711257993,5,0.1036100438
